"Statistic Label","Month","Commodity Group","UNIT","VALUE"
"Value of Imports","2022 January","Cork and wood (24)","Euro Thousand","24155"
"Value of Imports","2022 January","Pulp and waste paper (25)","Euro Thousand","4376"
"Value of Imports","2022 January","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","1430"
"Value of Imports","2022 January","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","19419"
"Value of Imports","2022 January","Metalliferous ores and metal scrap (28)","Euro Thousand","19731"
"Value of Imports","2022 January","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","25611"
"Value of Imports","2022 January","Mineral fuels, lubricants and related materials (3)","Euro Thousand","898283"
"Value of Imports","2022 January","Coal, coke and briquettes (32)","Euro Thousand","53072"
"Value of Imports","2022 January","Petroleum, petroleum products and related materials (33)","Euro Thousand","375742"
"Value of Imports","2022 January","Gas, natural and manufactured (34)","Euro Thousand","450456"
"Value of Imports","2022 January","Electric current (35)","Euro Thousand","19012"
"Value of Imports","2022 January","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","35891"
"Value of Imports","2022 January","Animal oils and fats (41)","Euro Thousand","3728"
"Value of Imports","2022 January","Fixed vegetable oils and fats (42)","Euro Thousand","28515"
"Value of Imports","2022 January","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","3648"
"Value of Imports","2022 January","Chemicals and related products, n.e.s. (5)","Euro Thousand","2320878"
"Value of Imports","2022 January","Organic chemicals (51)","Euro Thousand","996047"
"Value of Imports","2022 January","Inorganic chemicals (52)","Euro Thousand","29797"
"Value of Imports","2022 January","Dyeing, tanning and colouring materials (53)","Euro Thousand","24984"
"Value of Imports","2022 January","Medicinal and pharmaceutical products (54)","Euro Thousand","733302"
"Value of Imports","2022 January","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","110049"
"Value of Imports","2022 January","Fertilisers, manufactured (56)","Euro Thousand","106246"
"Value of Imports","2022 January","Plastics in primary forms (57)","Euro Thousand","107537"
"Value of Imports","2022 January","Plastics in non-primary forms (58)","Euro Thousand","89891"
"Value of Imports","2022 January","Chemical materials and products, n.e.s. (59)","Euro Thousand","123026"
"Value of Imports","2022 January","Manufactured goods classified chiefly by material (6)","Euro Thousand","778421"
"Value of Imports","2022 January","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","3230"
"Value of Imports","2022 January","Rubber manufactures, n.e.s. (62)","Euro Thousand","45746"
"Value of Imports","2022 January","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","43255"
"Value of Imports","2022 January","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","102599"
"Value of Imports","2022 January","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","63270"
"Value of Imports","2022 January","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","90680"
"Value of Imports","2022 January","Iron and steel (67)","Euro Thousand","127835"
"Value of Imports","2022 January","Non-ferrous metals (68)","Euro Thousand","138037"
"Value of Imports","2022 January","Manufactures of metal, n.e.s. (69)","Euro Thousand","163770"
"Value of Imports","2022 January","Machinery and transport equipment (7)","Euro Thousand","3295637"
"Value of Imports","2022 January","Power generating machinery and equipment (71)","Euro Thousand","170321"
"Value of Imports","2022 January","Machinery specialised for particular industries (72)","Euro Thousand","191617"
"Value of Imports","2022 January","Metalworking machinery (73)","Euro Thousand","13309"
"Value of Imports","2022 January","General industrial machinery and parts, n.e.s. (74)","Euro Thousand","236095"
"Value of Imports","2022 January","Office machines and automatic data processing equipment (75)","Euro Thousand","424186"
"Value of Imports","2022 January","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand","239180"
"Value of Imports","2022 January","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand","720723"
"Value of Imports","2022 January","Road vehicles (78)","Euro Thousand","486830"
"Value of Imports","2022 January","Other transport equipment (79)","Euro Thousand","813376"
"Value of Imports","2022 January","Miscellaneous manufactured articles (8)","Euro Thousand","1081577"
"Value of Imports","2022 January","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","45705"
"Value of Imports","2022 January","Furniture and parts thereof (82)","Euro Thousand","87265"
"Value of Imports","2022 January","Travel goods, handbags and similar containers (83)","Euro Thousand","16149"
"Value of Imports","2022 January","Articles of apparel and clothing accessories (84)","Euro Thousand","224162"
"Value of Imports","2022 January","Footwear (85)","Euro Thousand","41357"
"Value of Imports","2022 January","Professional, scientific and controlling apparatus (87)","Euro Thousand","188730"
"Value of Imports","2022 January","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand","50165"
"Value of Imports","2022 January","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","428044"
"Value of Imports","2022 January","Commodities and transactions n.e.s. (9)","Euro Thousand","23316"
"Value of Imports","2022 January","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","7476513"
"Value of Imports","2022 February","Total food and live animals (0)","Euro Thousand","628857"
"Value of Imports","2022 February","Live animals except fish etc. (00)","Euro Thousand","9281"
"Value of Imports","2022 February","Meat and meat preparations (01)","Euro Thousand","79334"
"Value of Imports","2022 February","Dairy products and birds eggs (02)","Euro Thousand","77153"
"Value of Imports","2022 February","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","21316"
"Value of Imports","2022 February","Cereals and cereal preparations (04)","Euro Thousand","95493"
"Value of Imports","2022 February","Vegetables and fruit (05)","Euro Thousand","104431"
"Value of Imports","2022 February","Sugar, sugar preparations and honey (06)","Euro Thousand","33420"
"Value of Imports","2022 February","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","56734"
"Value of Imports","2022 February","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","94694"
"Value of Imports","2022 February","Miscellaneous edible products and preparations (09)","Euro Thousand","57002"
"Value of Imports","2022 February","Beverages and tobacco (1)","Euro Thousand","73971"
"Value of Imports","2022 February","Beverages (11)","Euro Thousand","69591"
"Value of Imports","2022 February","Tobacco and tobacco manufactures (12)","Euro Thousand","4380"
"Value of Imports","2022 February","Crude materials, inedible, except fuels (2)","Euro Thousand","102553"
"Value of Imports","2022 February","Hides, skins and furskins, raw (21)","Euro Thousand","94"
"Value of Imports","2022 February","Oilseeds and oleaginous fruit (22)","Euro Thousand","1646"
"Value of Imports","2022 February","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","1428"
"Value of Imports","2022 February","Cork and wood (24)","Euro Thousand","25364"
"Value of Imports","2022 February","Pulp and waste paper (25)","Euro Thousand","2175"
"Value of Imports","2022 February","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","1402"
"Value of Imports","2022 February","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","18043"
"Value of Imports","2022 February","Metalliferous ores and metal scrap (28)","Euro Thousand","19632"
"Value of Imports","2022 February","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","32770"
"Value of Imports","2022 February","Mineral fuels, lubricants and related materials (3)","Euro Thousand","740501"
"Value of Imports","2022 February","Coal, coke and briquettes (32)","Euro Thousand","5164"
"Value of Imports","2022 February","Petroleum, petroleum products and related materials (33)","Euro Thousand","409417"
"Value of Imports","2022 February","Gas, natural and manufactured (34)","Euro Thousand","306854"
"Value of Imports","2022 February","Electric current (35)","Euro Thousand","19066"
"Value of Imports","2022 February","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","38256"
"Value of Imports","2022 February","Animal oils and fats (41)","Euro Thousand","3127"
"Value of Imports","2022 February","Fixed vegetable oils and fats (42)","Euro Thousand","31193"
"Value of Imports","2022 February","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","3936"
"Value of Imports","2022 February","Chemicals and related products, n.e.s. (5)","Euro Thousand","2243152"
"Value of Imports","2022 February","Organic chemicals (51)","Euro Thousand","829756"
"Value of Imports","2022 February","Inorganic chemicals (52)","Euro Thousand","32821"
"Value of Imports","2022 February","Dyeing, tanning and colouring materials (53)","Euro Thousand","26901"
"Value of Imports","2022 February","Medicinal and pharmaceutical products (54)","Euro Thousand","872110"
"Value of Imports","2022 February","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","113718"
"Value of Imports","2022 February","Fertilisers, manufactured (56)","Euro Thousand","92026"
"Value of Imports","2022 February","Plastics in primary forms (57)","Euro Thousand","107201"
"Value of Imports","2022 February","Plastics in non-primary forms (58)","Euro Thousand","83020"
"Value of Imports","2022 February","Chemical materials and products, n.e.s. (59)","Euro Thousand","85599"
"Value of Imports","2022 February","Manufactured goods classified chiefly by material (6)","Euro Thousand","738645"
"Value of Imports","2022 February","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","2355"
"Value of Imports","2022 February","Rubber manufactures, n.e.s. (62)","Euro Thousand","43965"
"Value of Imports","2022 February","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","38674"
"Value of Imports","2022 February","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","96279"
"Value of Imports","2022 February","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","64707"
"Value of Imports","2022 February","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","86415"
"Value of Imports","2022 February","Iron and steel (67)","Euro Thousand","109704"
"Value of Imports","2022 February","Non-ferrous metals (68)","Euro Thousand","125110"
"Value of Imports","2022 February","Manufactures of metal, n.e.s. (69)","Euro Thousand","171438"
"Value of Imports","2022 February","Machinery and transport equipment (7)","Euro Thousand","3470016"
